"filename", "language", "Python", "Markdown", "YAML", "Ignore", "C++", "JSON", "pip requirements", "comment", "blank", "total"
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\Results\train_result3\train_loss.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\Results\train_result3\train_psnr.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\Results\train_result\metrics_epoch0.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\Results\train_result\train_loss.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\Results\train_result\train_psnr.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\Results\vsrfi\metrics.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\Results\vsrfi_centercrop\metrics.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\ST_MFNet\.dockerignore", "Ignore", 0, 0, 0, 2, 0, 0, 0, 0, 1, 3
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\ST_MFNet\README.md", "Markdown", 0, 126, 0, 0, 0, 0, 0, 0, 23, 149
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\ST_MFNet\cog.yaml", "YAML", 0, 0, 49, 0, 0, 0, 0, 7, 7, 63
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\ST_MFNet\cupy_module\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\ST_MFNet\cupy_module\adacof.py", "Python", 348, 0, 0, 0, 0, 0, 0, 17, 86, 451
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\ST_MFNet\cupy_module\softsplat.py", "Python", 266, 0, 0, 0, 0, 0, 0, 22, 84, 372
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\ST_MFNet\data\datasets.py", "Python", 85, 0, 0, 0, 0, 0, 0, 3, 32, 120
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\ST_MFNet\data\testsets.py", "Python", 368, 0, 0, 0, 0, 0, 0, 18, 98, 484
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\ST_MFNet\data\vfitransforms.py", "Python", 23, 0, 0, 0, 0, 0, 0, 0, 6, 29
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\ST_MFNet\evaluate.py", "Python", 40, 0, 0, 0, 0, 0, 0, 1, 14, 55
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\ST_MFNet\interpolate_yuv.py", "Python", 106, 0, 0, 0, 0, 0, 0, 11, 20, 137
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\ST_MFNet\losses\__init__.py", "Python", 45, 0, 0, 0, 0, 0, 0, 0, 13, 58
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\ST_MFNet\losses\adversarial.py", "Python", 93, 0, 0, 0, 0, 0, 0, 6, 17, 116
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\ST_MFNet\losses\charbonnier.py", "Python", 8, 0, 0, 0, 0, 0, 0, 0, 3, 11
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\ST_MFNet\losses\discriminator.py", "Python", 211, 0, 0, 0, 0, 0, 0, 1, 51, 263
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\ST_MFNet\losses\laplacianpyramid.py", "Python", 55, 0, 0, 0, 0, 0, 0, 3, 13, 71
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\ST_MFNet\metrics\pytorch_ssim\__init__.py", "Python", 102, 0, 0, 0, 0, 0, 0, 2, 36, 140
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\ST_MFNet\models\__init__.py", "Python", 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\ST_MFNet\models\cupy_module\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\ST_MFNet\models\cupy_module\adacof.py", "Python", 348, 0, 0, 0, 0, 0, 0, 17, 86, 451
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\ST_MFNet\models\cupy_module\softsplat.py", "Python", 266, 0, 0, 0, 0, 0, 0, 22, 84, 372
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\ST_MFNet\models\feature.py", "Python", 105, 0, 0, 0, 0, 0, 0, 2, 27, 134
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\ST_MFNet\models\misc\__init__.py", "Python", 27, 0, 0, 0, 0, 0, 0, 0, 11, 38
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\ST_MFNet\models\misc\correlation\README.md", "Markdown", 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\ST_MFNet\models\misc\correlation\correlation.py", "Python", 298, 0, 0, 0, 0, 0, 0, 22, 77, 397
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\ST_MFNet\models\misc\gridnet.py", "Python", 185, 0, 0, 0, 0, 0, 0, 37, 68, 290
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\ST_MFNet\models\misc\pwcnet.py", "Python", 204, 0, 0, 0, 0, 0, 0, 53, 82, 339
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\ST_MFNet\models\misc\resnet_3D.py", "Python", 320, 0, 0, 0, 0, 0, 0, 4, 86, 410
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\ST_MFNet\models\stmfnet.py", "Python", 248, 0, 0, 0, 0, 0, 0, 13, 61, 322
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\ST_MFNet\predict.py", "Python", 148, 0, 0, 0, 0, 0, 0, 14, 33, 195
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\ST_MFNet\train.py", "Python", 64, 0, 0, 0, 0, 0, 0, 11, 22, 97
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\ST_MFNet\trainers\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\ST_MFNet\trainers\quintuplet.py", "Python", 79, 0, 0, 0, 0, 0, 0, 2, 22, 103
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\ST_MFNet\utility.py", "Python", 169, 0, 0, 0, 0, 0, 0, 13, 52, 234
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\dataset.py", "Python", 187, 0, 0, 0, 0, 0, 0, 10, 48, 245
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\evaluate.py", "Python", 102, 0, 0, 0, 0, 0, 0, 9, 16, 127
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\evaluate2.py", "Python", 79, 0, 0, 0, 0, 0, 0, 3, 10, 92
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\evaluate3.py", "Python", 79, 0, 0, 0, 0, 0, 0, 3, 10, 92
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\iSeeBetter\DatasetFetcher.py", "Python", 63, 0, 0, 0, 0, 0, 0, 17, 20, 100
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\iSeeBetter\README.md", "Markdown", 0, 107, 0, 0, 0, 0, 0, 0, 61, 168
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\iSeeBetter\SRGAN\Dataset.py", "Python", 77, 0, 0, 0, 0, 0, 0, 41, 29, 147
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\iSeeBetter\SRGAN\README.md", "Markdown", 0, 120, 0, 0, 0, 0, 0, 0, 62, 182
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\iSeeBetter\SRGAN\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\iSeeBetter\SRGAN\data_utils.py", "Python", 75, 0, 0, 0, 0, 0, 0, 0, 24, 99
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\iSeeBetter\SRGAN\loss.py", "Python", 38, 0, 0, 0, 0, 0, 0, 4, 10, 52
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\iSeeBetter\SRGAN\model.py", "Python", 95, 0, 0, 0, 0, 0, 0, 0, 25, 120
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\iSeeBetter\SRGAN\pytorch_ssim\__init__.py", "Python", 54, 0, 0, 0, 0, 0, 0, 0, 24, 78
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\iSeeBetter\SRGAN\test_benchmark.py", "Python", 65, 0, 0, 0, 0, 0, 0, 1, 15, 81
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\iSeeBetter\SRGAN\test_image.py", "Python", 33, 0, 0, 0, 0, 0, 0, 0, 8, 41
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\iSeeBetter\SRGAN\test_video.py", "Python", 67, 0, 0, 0, 0, 0, 0, 11, 9, 87
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\iSeeBetter\SRGAN\train.py", "Python", 130, 0, 0, 0, 0, 0, 0, 12, 25, 167
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\iSeeBetter\base_networks.py", "Python", 297, 0, 0, 0, 0, 0, 0, 4, 60, 361
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\iSeeBetter\data.py", "Python", 19, 0, 0, 0, 0, 0, 0, 0, 8, 27
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\iSeeBetter\dataset.py", "Python", 211, 0, 0, 0, 0, 0, 0, 7, 44, 262
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\iSeeBetter\dbpns.py", "Python", 44, 0, 0, 0, 0, 0, 0, 5, 9, 58
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\iSeeBetter\iSeeBetterTest.py", "Python", 158, 0, 0, 0, 0, 0, 0, 8, 33, 199
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\iSeeBetter\iSeeBetterTrain.py", "Python", 181, 0, 0, 0, 0, 0, 0, 30, 54, 265
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\iSeeBetter\iSeeBetter_Benchmark.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\iSeeBetter\logger.py", "Python", 17, 0, 0, 0, 0, 0, 0, 2, 6, 25
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\iSeeBetter\main.py", "Python", 111, 0, 0, 0, 0, 0, 0, 11, 27, 149
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\iSeeBetter\pyflow\README.md", "Markdown", 0, 10, 0, 0, 0, 0, 0, 0, 4, 14
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\iSeeBetter\pyflow\demo.py", "Python", 45, 0, 0, 0, 0, 0, 0, 3, 7, 55
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\iSeeBetter\pyflow\setup.py", "Python", 19, 0, 0, 0, 0, 0, 0, 2, 4, 25
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\iSeeBetter\pyflow\src\Coarse2FineFlowWrapper.h", "C++", 0, 0, 0, 0, 6, 0, 0, 6, 2, 14
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\iSeeBetter\pyflow\src\GaussianPyramid.h", "C++", 0, 0, 0, 0, 18, 0, 0, 2, 5, 25
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\iSeeBetter\pyflow\src\Image.h", "C++", 0, 0, 0, 0, 2198, 0, 0, 313, 341, 2852
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\iSeeBetter\pyflow\src\ImageIO.h", "C++", 0, 0, 0, 0, 15, 0, 0, 323, 10, 348
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\iSeeBetter\pyflow\src\ImageProcessing.h", "C++", 0, 0, 0, 0, 527, 0, 0, 95, 68, 690
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\iSeeBetter\pyflow\src\Matrix.h", "C++", 0, 0, 0, 0, 479, 0, 0, 20, 61, 560
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\iSeeBetter\pyflow\src\NoiseModel.h", "C++", 0, 0, 0, 0, 174, 0, 0, 21, 7, 202
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\iSeeBetter\pyflow\src\OpticalFlow.h", "C++", 0, 0, 0, 0, 87, 0, 0, 6, 20, 113
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\iSeeBetter\pyflow\src\Stochastic.h", "C++", 0, 0, 0, 0, 364, 0, 0, 13, 37, 414
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\iSeeBetter\pyflow\src\Vector.h", "C++", 0, 0, 0, 0, 370, 0, 0, 32, 63, 465
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\iSeeBetter\pyflow\src\project.h", "C++", 0, 0, 0, 0, 33, 0, 0, 7, 13, 53
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\iSeeBetter\rbpn.py", "Python", 102, 0, 0, 0, 0, 0, 0, 15, 21, 138
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\iSeeBetter\requirements.txt", "pip requirements", 0, 0, 0, 0, 0, 0, 6, 0, 1, 7
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\iSeeBetter\utils.py", "Python", 44, 0, 0, 0, 0, 0, 0, 4, 10, 58
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\metrics\pytorch_ssim\__init__.py", "Python", 102, 0, 0, 0, 0, 0, 0, 2, 36, 140
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\model.py", "Python", 112, 0, 0, 0, 0, 0, 0, 1, 16, 129
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\pyflow.cpp", "C++", 0, 0, 0, 0, 9553, 0, 0, 1228, 382, 11163
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\test.ipynb", "JSON", 0, 0, 0, 0, 0, 1024, 0, 0, 1, 1025
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\test\metrics.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\train.py", "Python", 194, 0, 0, 0, 0, 0, 0, 16, 39, 249
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\train2.py", "Python", 143, 0, 0, 0, 0, 0, 0, 14, 29, 186
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\utility.py", "Python", 169, 0, 0, 0, 0, 0, 0, 13, 51, 233
"c:\Users\Marcelio Darel Liem\thesis\Video-Enhancement-With-GAN\new\new\vfitransform.py", "Python", 38, 0, 0, 0, 0, 0, 0, 2, 8, 48
"Total", "-", 12265, 375, 49, 2, 27648, 1068, 6, 4997, 5422, 51832